,City,State,Population,Latitude,Longitude,Cluster Labels,Cluster Names,1st Most Common Venue,2nd Most Common Venue,3rd Most Common Venue,4th Most Common Venue,5th Most Common Venue,6th Most Common Venue,7th Most Common Venue,8th Most Common Venue,9th Most Common Venue,10th Most Common Venue
123,Modinagar,Uttar Pradesh,272918.0,28.8261624,77.54165604660876,0,Food Hubs,ATM,Juice Bar,Indian Restaurant,Department Store,Snack Place,Train Station,Motorcycle Shop,Cupcake Shop,Flea Market,Farm
124,Durg,Chhattisgarh,268679.0,21.19903535,81.39795455736571,0,Food Hubs,Café,Pizza Place,Shopping Mall,Multiplex,Hotel,Sculpture Garden,Food,Flea Market,Food & Drink Shop,Fish & Chips Shop
125,Shillong,Meghalaya,267662.0,25.576044600000003,91.8825282,0,Food Hubs,Café,Scenic Lookout,Sandwich Place,Nightclub,Harbor / Marina,Chinese Restaurant,Historic Site,History Museum,Gastropub,Bed & Breakfast
126,Imphal,Manipur,264986.0,24.800608800000003,93.9369998,0,Food Hubs,Food Court,Airport,Airport Lounge,Hotel Bar,Women's Store,Fireworks Store,Fabric Shop,Factory,Falafel Restaurant,Farm
127,Hapur,Uttar Pradesh,262801.0,28.7406125,77.83542556519009,0,Food Hubs,Food Court,Coffee Shop,Train Station,Women's Store,Field,Fabric Shop,Factory,Falafel Restaurant,Farm,Farmers Market
128,Ranipet,Tamil Nadu,262346.0,12.9272641,79.33300759999999,4,Indian Cuisine Restaurants,Indian Restaurant,Comfort Food Restaurant,South Indian Restaurant,Movie Theater,Train Station,Women's Store,Field,Fabric Shop,Factory,Falafel Restaurant
129,Anantapur,Andhra Pradesh,262340.0,14.654623499999998,77.55625984224562,0,Food Hubs,Indian Restaurant,Historic Site,South American Restaurant,Movie Theater,Breakfast Spot,Tennis Stadium,River,Factory,Falafel Restaurant,Farm
130,Arrah,Bihar,261099.0,25.62345725,84.59683868653386,0,Food Hubs,Indie Movie Theater,Hotel,Fireworks Store,Fabric Shop,Factory,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant,Field
131,Karimnagar,Telangana,260899.0,18.4346438,79.13226479999999,0,Food Hubs,Pharmacy,ATM,Multiplex,Food,Medical Supply Store,Fish & Chips Shop,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant
132,Parbhani,Maharashtra,259329.0,19.29031365,76.60290343431203,0,Food Hubs,Tourist Information Center,Forest,Exhibit,Fabric Shop,Factory,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant,Field
133,Etawah,Uttar Pradesh,256790.0,26.718324350000003,79.09025375025163,0,Food Hubs,River,ATM,Astrologer,Restaurant,Women's Store,Fast Food Restaurant,Fabric Shop,Factory,Falafel Restaurant,Farm
134,Bharatpur,Rajasthan,252109.0,27.26521245,77.36912554739122,2,ATM Hubs,ATM,Women's Store,Fish & Chips Shop,Factory,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant,Field,Fireworks Store
135,Begusarai,Bihar,251136.0,25.512719399999998,86.09057109140021,2,ATM Hubs,Campground,ATM,Fireworks Store,Fabric Shop,Factory,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant,Field
136,New Delhi,Delhi,249998.0,28.613895399999997,77.2090057,0,Food Hubs,Hotel,Indian Restaurant,Café,South Indian Restaurant,Monument / Landmark,Food Truck,Bar,Spiritual Center,Market,Bistro
137,Chhapra,Bihar,249555.0,25.7784105,84.75145069999999,0,Food Hubs,Bakery,Pizza Place,Indian Restaurant,Platform,Coffee Shop,Restaurant,Electronics Store,Multiplex,Flea Market,Playground
138,Kadapa,Andhra Pradesh,241823.0,14.475293599999999,78.8216861,4,Indian Cuisine Restaurants,Indian Restaurant,Bus Station,Train Station,Coffee Shop,Fireworks Store,Factory,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant
139,Ramagundam,Telangana,237686.0,18.761515600000003,79.4787848,0,Food Hubs,ATM,Bus Station,Train Station,River,Women's Store,Fast Food Restaurant,Fabric Shop,Factory,Falafel Restaurant,Farm
140,Pali,Rajasthan,229956.0,25.604090799999998,73.41560878556902,1,Stations,Train Station,Indian Restaurant,Salad Place,Women's Store,Fast Food Restaurant,Exhibit,Fabric Shop,Factory,Falafel Restaurant,Farm
141,Satna,Madhya Pradesh,229307.0,24.5,81.0,0,Food Hubs,Historic Site,Women's Store,Event Space,Fabric Shop,Factory,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant,Field
142,Vizianagaram,Andhra Pradesh,228025.0,18.1120819,83.4052196224888,0,Food Hubs,Dhaba,Indian Restaurant,Movie Theater,Pizza Place,Clothing Store,Fireworks Store,Factory,Falafel Restaurant,Farm,Farmers Market
143,Katihar,Bihar,225982.0,25.56090035,87.64765353997149,1,Stations,Train Station,Indian Restaurant,Shopping Mall,Women's Store,Field,Fabric Shop,Factory,Falafel Restaurant,Farm,Farmers Market
144,Hardwar,Uttarakhand,225235.0,29.9384473,78.1452985,0,Food Hubs,National Park,Pizza Place,Hotel Pool,Hotel,Spiritual Center,Breakfast Spot,River,Asian Restaurant,Café,Fast Food Restaurant
145,Sonipat,Haryana,225074.0,29.003314399999997,77.0167323,4,Indian Cuisine Restaurants,Indian Restaurant,Dhaba,Pizza Place,Clothing Store,Park,Field,Fabric Shop,Factory,Falafel Restaurant,Farm
146,Nagercoil,Tamil Nadu,224329.0,8.188047099999999,77.42904920000001,0,Food Hubs,Bakery,Train Station,Historic Site,Indian Restaurant,Hotel,Vegetarian / Vegan Restaurant,Shopping Mall,Women's Store,Fabric Shop,Factory
147,Thanjavur,Tamil Nadu,222619.0,10.786026699999999,79.1381497,0,Food Hubs,Historic Site,Asian Restaurant,Museum,Clothing Store,Women's Store,Fireworks Store,Factory,Falafel Restaurant,Farm,Farmers Market
148,Murwara (Katni),Madhya Pradesh,221875.0,23.8339621,80.39245600000001,1,Stations,Train Station,Indian Restaurant,Platform,Field,Exhibit,Fabric Shop,Factory,Falafel Restaurant,Farm,Farmers Market
149,Naihati,West Bengal,221762.0,22.890183,88.4269386,0,Food Hubs,ATM,Platform,Pizza Place,Park,Women's Store,Field,Fabric Shop,Factory,Falafel Restaurant,Farm
150,Nadiad,Gujarat,218150.0,22.6895073,72.8715199,0,Food Hubs,Indian Restaurant,Bus Station,Multiplex,Train Station,Bakery,Diner,Women's Store,Field,Falafel Restaurant,Farm
151,Yamunanagar,Haryana,216628.0,30.2112003,77.28638972360895,0,Food Hubs,Pizza Place,Café,Food Court,Toll Plaza,Women's Store,Fast Food Restaurant,Exhibit,Fabric Shop,Factory,Falafel Restaurant
152,English Bazar,West Bengal,216083.0,24.965712250000006,88.12777813180149,1,Stations,Train Station,University,ATM,Indian Restaurant,Fireworks Store,Fabric Shop,Factory,Falafel Restaurant,Farm,Farmers Market
153,Eluru,Andhra Pradesh,214414.0,16.67613485,81.17086824015968,0,Food Hubs,Movie Theater,Train Station,Bus Station,Café,Women's Store,Fast Food Restaurant,Fabric Shop,Factory,Falafel Restaurant,Farm
154,Panchkula,Haryana,210175.0,30.616216450000003,77.04197804321875,2,ATM Hubs,ATM,Lake,Women's Store,Fish & Chips Shop,Factory,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant,Field
155,Panvel,Maharashtra,204336.0,18.96558885,73.10288130582491,0,Food Hubs,Indian Restaurant,Multiplex,Café,Pizza Place,Ice Cream Shop,Snack Place,Fast Food Restaurant,Lounge,Shopping Mall,Asian Restaurant
156,Deoghar,Jharkhand,203116.0,24.4766423,86.60673245386945,1,Stations,Train Station,Electronics Store,Ice Cream Shop,Men's Store,Field,Exhibit,Fabric Shop,Factory,Falafel Restaurant,Farm
157,Ongole,Andhra Pradesh,202826.0,15.507554500000001,80.06078519263741,4,Indian Cuisine Restaurants,Indian Restaurant,South Indian Restaurant,ATM,Hotel,Train Station,Restaurant,Field,Fabric Shop,Factory,Falafel Restaurant
158,Nandyal,Andhra Pradesh,200746.0,15.47537735,78.47855756523148,0,Food Hubs,Movie Theater,Bus Station,Train Station,Hotel,Currency Exchange,Café,Fast Food Restaurant,Fabric Shop,Factory,Falafel Restaurant
159,Bhiwani,Haryana,197662.0,28.793170299999996,76.1391283,2,ATM Hubs,ATM,Motorcycle Shop,Food Court,Fireworks Store,Fabric Shop,Factory,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant
160,Porbandar,Gujarat,197382.0,21.6409,69.611,0,Food Hubs,Indian Restaurant,Beach,Dhaba,Scenic Lookout,Food & Drink Shop,Concert Hall,Hotel Pool,Electronics Store,Event Space,Exhibit
161,Palakkad,Kerala,197369.0,10.769198900000001,76.6512469,0,Food Hubs,Train Station,Hotel,Other Great Outdoors,Indian Restaurant,Platform,Movie Theater,Vegetarian / Vegan Restaurant,Multicuisine Indian Restaurant,Garden,Shopping Mall
162,Anand,Gujarat,197351.0,22.5584995,72.96256290000001,0,Food Hubs,Indian Restaurant,Fast Food Restaurant,Pizza Place,Restaurant,Dessert Shop,Movie Theater,Café,Factory,Resort,Multiplex
163,Purnia,Bihar,197211.0,25.777360100000003,87.4731227,0,Food Hubs,Indie Movie Theater,ATM,Airport,Hotel,Fireworks Store,Fabric Shop,Factory,Falafel Restaurant,Farm,Farmers Market
164,Baharampur,West Bengal,195363.0,24.0891652,88.2591686,2,ATM Hubs,ATM,Pharmacy,Train Station,Hotel,Fireworks Store,Fabric Shop,Factory,Falafel Restaurant,Farm,Farmers Market
165,Morvi,Gujarat,188278.0,22.996418600000002,70.8948152,0,Food Hubs,Restaurant,ATM,Home Service,Women's Store,Fabric Shop,Factory,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant
166,Orai,Uttar Pradesh,187185.0,25.9359555,79.42432768008605,1,Stations,Train Station,ATM,Restaurant,Women's Store,Fast Food Restaurant,Exhibit,Fabric Shop,Factory,Falafel Restaurant,Farm
167,Sikar,Rajasthan,185925.0,27.662826000000006,75.02792628691331,4,Indian Cuisine Restaurants,Indian Restaurant,Fireworks Store,Fabric Shop,Factory,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant,Field,Fish & Chips Shop
168,Vellore,Tamil Nadu,185895.0,12.7948109,79.0006410968549,2,ATM Hubs,ATM,Women's Store,Fish & Chips Shop,Factory,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant,Field,Fireworks Store
169,Singrauli,Madhya Pradesh,185190.0,24.1974432,82.6661453,2,ATM Hubs,ATM,Platform,Women's Store,Fireworks Store,Fabric Shop,Factory,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant
170,Khammam,Telangana,184252.0,17.5,80.333333,0,Food Hubs,Department Store,Women's Store,Event Space,Fabric Shop,Factory,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant,Field
171,Mahesana,Gujarat,184133.0,23.666667,72.5,2,ATM Hubs,ATM,Punjabi Restaurant,Bakery,Women's Store,Fireworks Store,Factory,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant
172,Silchar,Assam,184105.0,24.8178611,92.75622075294372,0,Food Hubs,Airport,Train Station,Shopping Mall,Australian Restaurant,Women's Store,Field,Fabric Shop,Factory,Falafel Restaurant,Farm
173,Sambalpur,Odisha,183383.0,21.4,83.883333,0,Food Hubs,ATM,Platform,Train Station,Restaurant,Women's Store,Field,Fabric Shop,Factory,Falafel Restaurant,Farm
174,Unnao,Uttar Pradesh,177658.0,26.57550365,80.61376177782856,4,Indian Cuisine Restaurants,Indian Restaurant,Restaurant,Lounge,Diner,Train Station,Dhaba,Scenic Lookout,Smoke Shop,Flea Market,Fish & Chips Shop
175,Raiganj,West Bengal,175047.0,25.680653900000006,88.1246457601989,2,ATM Hubs,ATM,Restaurant,Music Store,Women's Store,Fabric Shop,Factory,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant
176,Phusro,Jharkhand,174402.0,23.767868399999998,85.98738309999999,2,ATM Hubs,ATM,Women's Store,Fish & Chips Shop,Factory,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant,Field,Fireworks Store
177,Adityapur,Jharkhand,174355.0,22.7823546,86.1590034,0,Food Hubs,Hotel,Café,Sandwich Place,Indian Restaurant,Ice Cream Shop,Bakery,Pizza Place,Market,Multiplex,Italian Restaurant
178,Alappuzha,Kerala,174164.0,9.48818445,76.41269403767991,0,Food Hubs,Resort,Indian Restaurant,Lake,Fast Food Restaurant,Asian Restaurant,Kerala Restaurant,Café,Harbor / Marina,Pier,Scenic Lookout
179,Bahadurgarh,Haryana,170426.0,28.6609648,76.83467647083377,4,Indian Cuisine Restaurants,Indian Restaurant,ATM,Pizza Place,Flea Market,Food Stand,Field,Fabric Shop,Factory,Falafel Restaurant,Farm
180,Machilipatnam,Andhra Pradesh,170008.0,16.1819393,81.13512990000001,4,Indian Cuisine Restaurants,Harbor / Marina,Indie Movie Theater,Mattress Store,Indian Restaurant,Adult Boutique,Flea Market,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant
181,Rae Bareli,Uttar Pradesh,169333.0,26.25,81.25,1,Stations,Asian Restaurant,Train Station,Market,Women's Store,Field,Factory,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant
182,Jalpaiguri,West Bengal,169013.0,26.62648365,88.73407701468994,1,Stations,Indie Movie Theater,Train Station,Event Space,Fabric Shop,Factory,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant,Field
183,Bharuch,Gujarat,168729.0,21.75,73.0,0,Food Hubs,Hotel,American Restaurant,Accessories Store,Pizza Place,Fish & Chips Shop,Factory,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant
184,Pathankot,Punjab,168485.0,32.301710400000005,75.65864246622084,0,Food Hubs,Coffee Shop,Pizza Place,Clothing Store,Train Station,Women's Store,Field,Fabric Shop,Factory,Falafel Restaurant,Farm
185,Hoshiarpur,Punjab,168443.0,31.60857425,75.84644246890946,0,Food Hubs,Bus Station,Pizza Place,Hotel,Women's Store,Field,Fabric Shop,Factory,Falafel Restaurant,Farm,Farmers Market
186,Baramula,Jammu and Kashmir,167986.0,34.2086903,74.343498,0,Food Hubs,ATM,Motorcycle Shop,Mobile Phone Shop,Restaurant,Women's Store,Fireworks Store,Factory,Falafel Restaurant,Farm,Farmers Market
187,Adoni,Andhra Pradesh,166344.0,15.655918900000001,77.26977367379273,4,Indian Cuisine Restaurants,Indian Restaurant,Department Store,Train Station,Motorcycle Shop,Food Service,Fast Food Restaurant,Fabric Shop,Factory,Falafel Restaurant,Food Truck
188,Jind,Haryana,166225.0,29.5,76.25,2,ATM Hubs,ATM,Indian Restaurant,Lingerie Store,Fireworks Store,Fabric Shop,Factory,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant
189,Tenali,Andhra Pradesh,164649.0,16.2377735,80.6464219,0,Food Hubs,Indie Movie Theater,Movie Theater,Multiplex,Market,Dhaba,Restaurant,Field,Factory,Falafel Restaurant,Farm
190,Kancheepuram,Tamil Nadu,164265.0,12.87960515,79.70427615297989,0,Food Hubs,Bus Station,Indian Restaurant,Pizza Place,Café,Cuban Restaurant,Cupcake Shop,Falafel Restaurant,Cricket Ground,Farm,Farmers Market
191,Vapi,Gujarat,163630.0,20.3735482,72.9084376,0,Food Hubs,Indian Restaurant,Pizza Place,Ice Cream Shop,Hotel,Fast Food Restaurant,Beach,Train Station,Arcade,Farmers Market,Bus Station
192,Sirsa,Haryana,160735.0,29.583333000000003,75.083333,4,Indian Cuisine Restaurants,Indian Restaurant,Pizza Place,Clothing Store,Fireworks Store,Fabric Shop,Factory,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant
193,Navsari,Gujarat,160100.0,20.952407,72.9323831,0,Food Hubs,Pizza Place,Playground,Restaurant,Flea Market,Multiplex,Bakery,Train Station,Salad Place,Indian Restaurant,Cuban Restaurant
194,Mahbubnagar,Telangana,157902.0,16.7434538,77.9923191,0,Food Hubs,Coffee Shop,ATM,Platform,Indian Restaurant,Comfort Food Restaurant,Bus Station,Train Station,Women's Store,Field,Factory
195,Puri,Odisha,157837.0,19.807608300000002,85.8252538,0,Food Hubs,Beach,Chinese Restaurant,Pizza Place,Hotel,Factory,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant,Field
196,Erode,Tamil Nadu,156953.0,11.3692044,77.67662686841794,0,Food Hubs,Ice Cream Shop,Outdoors & Recreation,Indian Restaurant,Food & Drink Shop,Pizza Place,Clothing Store,Farmers Market,Restaurant,Fast Food Restaurant,Exhibit
197,Batala,Punjab,156400.0,31.819302500000003,75.1999941,0,Food Hubs,Food Stand,Pizza Place,Women's Store,Fireworks Store,Fabric Shop,Factory,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant
198,Vidisha,Madhya Pradesh,155959.0,23.916667,78.0,0,Food Hubs,Motorcycle Shop,ATM,Platform,Train Station,Fireworks Store,Fabric Shop,Factory,Falafel Restaurant,Farm,Farmers Market
199,Saharsa,Bihar,155175.0,25.83264165,86.61489283342813,1,Stations,Motel,Train Station,Event Space,Fabric Shop,Factory,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant,Field
200,Thanesar,Haryana,154962.0,29.9930395,76.82922282678291,0,Food Hubs,Ice Cream Shop,Motel,Bus Station,Lake,Historic Site,Women's Store,Field,Factory,Falafel Restaurant,Farm
201,Chittoor,Andhra Pradesh,153766.0,13.160104800000001,79.15555061803596,4,Indian Cuisine Restaurants,Indian Restaurant,Monument / Landmark,Bus Station,Andhra Restaurant,Fish & Chips Shop,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant,Field
202,Veraval,Gujarat,153696.0,20.9057,70.3781,0,Food Hubs,Sandwich Place,Ice Cream Shop,River,Temple,Beach,Fast Food Restaurant,Exhibit,Fabric Shop,Factory,Falafel Restaurant
203,Lakhimpur,Uttar Pradesh,152010.0,27.98506015,80.75384538357649,2,ATM Hubs,Tourist Information Center,ATM,Fish & Chips Shop,Fabric Shop,Factory,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant,Field
204,Hindupur,Andhra Pradesh,151835.0,13.826382999999998,77.4937723,1,Stations,Train Station,Sandwich Place,Juice Bar,Electronics Store,Event Space,Exhibit,Fabric Shop,Factory,Falafel Restaurant,Farm
205,Santipur,West Bengal,151774.0,23.25934595,88.43721205880512,0,Food Hubs,Pharmacy,ATM,Train Station,Clothing Store,Fireworks Store,Fabric Shop,Factory,Falafel Restaurant,Farm,Farmers Market
206,Balurghat,West Bengal,151183.0,25.2634866,88.78900293567636,2,ATM Hubs,ATM,Women's Store,Fish & Chips Shop,Factory,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant,Field,Fireworks Store
207,Moga,Punjab,150432.0,30.783986600000002,75.16057422541162,0,Food Hubs,Café,Bus Station,Pizza Place,Fast Food Restaurant,Fireworks Store,Factory,Falafel Restaurant,Farm,Farmers Market,Field
208,Proddatur,Andhra Pradesh,150309.0,14.7522659,78.54855180269425,0,Food Hubs,Ice Cream Shop,Movie Theater,ATM,Multiplex,Hotel,Mattress Store,Bus Station,Chinese Restaurant,Field,Falafel Restaurant
209,Srinagar,Uttarakhand,150000.0,30.20058375,78.83632255996545,0,Food Hubs,Garden,Café,Hotel,Shopping Mall,Indian Restaurant,Resort,Lake,Park,Chinese Restaurant,Mountain
210,Medinipur,West Bengal,149769.0,22.4207025,87.3269963,1,Stations,ATM,Train Station,Optical Shop,Pizza Place,Field,Exhibit,Fabric Shop,Factory,Falafel Restaurant,Farm
211,Habra,West Bengal,149675.0,22.844667899999997,88.66184659999999,2,ATM Hubs,ATM,Pharmacy,Train Station,Park,Women's Store,Field,Fabric Shop,Factory,Falafel Restaurant,Farm
212,Sasaram,Bihar,147396.0,24.9001003,84.0182110684575,2,ATM Hubs,ATM,Platform,Dhaba,Women's Store,Fireworks Store,Factory,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant
213,Hajipur,Bihar,147126.0,25.7205805,85.25555961402884,1,Stations,ATM,Train Station,Motorcycle Shop,Shipping Store,Fireworks Store,Factory,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant
214,Bhuj,Gujarat,147123.0,23.247244600000002,69.668339,0,Food Hubs,Asian Restaurant,Airport,Hotel,Art Museum,History Museum,Shopping Mall,Airport Terminal,Garden,Train Station,Multiplex
215,Ranaghat,West Bengal,145285.0,23.1738124,88.563677,2,ATM Hubs,ATM,Pharmacy,Train Station,Women's Store,Fireworks Store,Fabric Shop,Factory,Falafel Restaurant,Farm,Farmers Market
216,Shimla,Himachal Pradesh,144975.0,31.104152600000003,77.17097290000001,0,Food Hubs,Hotel,Indian Restaurant,Coffee Shop,Historic Site,Monument / Landmark,Hindu Temple,Ski Area,Furniture / Home Store,Scenic Lookout,Café
217,Tiruvannamalai,Tamil Nadu,144683.0,12.22721295,79.07015554906167,0,Food Hubs,Mountain,Bus Station,Vegetarian / Vegan Restaurant,Resort,Women's Store,Fireworks Store,Factory,Falafel Restaurant,Farm,Farmers Market
218,Kaithal,Haryana,144633.0,29.74477075,76.35092772284784,2,ATM Hubs,ATM,Clothing Store,Women's Store,Fireworks Store,Fabric Shop,Factory,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant
219,Godhra,Gujarat,143126.0,22.778500100000002,73.6245157,0,Food Hubs,ATM,Cable Car,Ice Cream Shop,Indian Restaurant,Stadium,Train Station,Field,Fabric Shop,Factory,Falafel Restaurant
220,Hazaribag,Jharkhand,142494.0,24.0,85.25,2,ATM Hubs,ATM,Women's Store,Fish & Chips Shop,Factory,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant,Field,Fireworks Store
221,Bhimavaram,Andhra Pradesh,142280.0,16.542768900000002,81.527344,0,Food Hubs,Hotel,Electronics Store,Asian Restaurant,Pizza Place,Multiplex,Bakery,Fast Food Restaurant,Field,Factory,Falafel Restaurant
222,Dibrugarh,Assam,138661.0,27.484459700000002,94.9019447,0,Food Hubs,Café,Bed & Breakfast,Gourmet Shop,BBQ Joint,Department Store,Food Court,Food & Drink Shop,Food Service,Food,Flea Market
223,Kolar,Karnataka,138553.0,13.1369996,78.1339606,0,Food Hubs,Ice Cream Shop,Vegetarian / Vegan Restaurant,Food Court,Breakfast Spot,Fast Food Restaurant,Café,Trail,Rest Area,South Indian Restaurant,Pizza Place
224,Mandya,Karnataka,137735.0,12.5238888,76.89619609999998,4,Indian Cuisine Restaurants,Indian Restaurant,Convenience Store,Ice Cream Shop,Smoke Shop,Fireworks Store,Fabric Shop,Factory,Falafel Restaurant,Farm,Farmers Market
225,Dehri-on-Sone,Bihar,137068.0,24.90776,84.1901412,1,Stations,ATM,Train Station,Park,Women's Store,Field,Fabric Shop,Factory,Falafel Restaurant,Farm,Farmers Market
